,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
395,477,Marc Casado,es ESP,MF,Barcelona,es La Liga,19.0,2003.0,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,478,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25.0,1998.0,20,16,1559,17.3,0,0,0,0,0,0,5,0,0.9,0.9,0.0,0.9,20.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
397,479,Casemiro,br BRA,"MF,DF",Manchester Utd,eng Premier League,31.0,1992.0,25,24,1982,22.0,1,2,3,1,0,0,7,0,3.5,3.5,1.0,4.5,12.0,112.0,36.0,0.05,0.09,0.14,0.05,0.14,0.16,0.05,0.2,0.16,0.2
398,480,Kaelan Casey,eng ENG,DF,West Ham,eng Premier League,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,481,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25.0,1997.0,29,23,2142,23.8,2,2,4,2,0,0,8,0,4.2,4.2,2.3,6.5,62.0,88.0,101.0,0.08,0.08,0.17,0.08,0.17,0.18,0.1,0.27,0.18,0.27
400,482,Josué Casimir,fr FRA,"FW,DF",Le Havre,fr Ligue 1,21.0,2001.0,30,25,2016,22.4,0,5,5,0,0,0,6,0,1.9,1.9,4.3,6.3,59.0,62.0,138.0,0.0,0.22,0.22,0.0,0.22,0.09,0.19,0.28,0.09,0.28
401,483,Giuseppe Caso,it ITA,"FW,MF",Frosinone,it Serie A,24.0,1998.0,14,2,417,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,15.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1
402,484,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,23.0,2000.0,32,23,1946,21.6,1,3,4,1,0,0,1,0,1.1,1.1,1.7,2.8,14.0,87.0,52.0,0.05,0.14,0.18,0.05,0.18,0.05,0.08,0.13,0.05,0.13
403,485,Timothy Castagne,be BEL,DF,Fulham,eng Premier League,27.0,1995.0,34,29,2634,29.3,1,3,4,1,0,0,3,0,1.6,1.6,1.9,3.5,48.0,77.0,113.0,0.03,0.1,0.14,0.03,0.14,0.06,0.07,0.12,0.06,0.12
404,487,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,24.0,1998.0,35,16,1682,18.7,4,3,7,4,0,0,2,0,7.3,7.3,1.7,8.9,15.0,47.0,132.0,0.21,0.16,0.37,0.21,0.37,0.39,0.09,0.48,0.39,0.48
405,488,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28.0,1995.0,28,28,2464,27.4,2,0,2,2,0,0,5,0,0.6,0.6,0.8,1.4,24.0,100.0,31.0,0.07,0.0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05
406,489,Samu Castillejo,es ESP,"FW,MF",Sassuolo,it Serie A,28.0,1995.0,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,27.0,26.0,45.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21
407,490,Jonny Castro,es ESP,MF,Wolves,eng Premier League,29.0,1994.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,491,Santiago Castro,ar ARG,FW,Bologna,it Serie A,18.0,2004.0,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,1.0,1.0,15.0,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55
409,492,Gaetano Castrovilli,it ITA,"FW,MF",Fiorentina,it Serie A,26.0,1997.0,6,5,367,4.1,1,2,3,1,0,0,0,0,0.3,0.3,0.6,0.9,14.0,12.0,25.0,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23
410,493,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28.0,1994.0,28,15,1361,15.1,1,0,1,1,0,0,8,0,0.4,0.4,0.8,1.1,9.0,69.0,7.0,0.07,0.0,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08
411,494,Catena,es ESP,DF,Osasuna,es La Liga,28.0,1994.0,30,28,2534,28.2,1,3,4,1,0,0,8,1,1.3,1.3,1.0,2.4,5.0,77.0,1.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08
412,495,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26.0,1997.0,20,20,1659,18.4,0,1,1,0,0,0,6,3,0.4,0.4,0.2,0.6,24.0,61.0,11.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03
413,496,Ivan Cavaleiro,pt POR,FW,Lille,fr Ligue 1,29.0,1993.0,17,9,770,8.6,1,1,2,1,0,0,1,0,1.3,1.3,1.2,2.5,18.0,23.0,77.0,0.12,0.12,0.23,0.12,0.23,0.15,0.15,0.29,0.15,0.29
414,497,Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,26.0,1996.0,20,5,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16.0,47.0,23.0,0.0,0.3,0.3,0.0,0.3,0.05,0.22,0.27,0.05,0.27
415,498,Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,21.0,2001.0,11,0,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17
416,499,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26.0,1997.0,17,6,671,7.5,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,14.0,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.11,0.02,0.11
417,500,Álex Centelles,es ESP,DF,Almería,es La Liga,25.0,1997.0,14,11,980,10.9,0,1,1,0,0,0,2,0,0.0,0.0,1.6,1.6,16.0,31.0,53.0,0.0,0.09,0.09,0.0,0.09,0.0,0.14,0.15,0.0,0.15
418,503,Václav Černý,cz CZE,"FW,MF",Wolfsburg,de Bundesliga,25.0,1997.0,22,12,921,10.2,4,1,5,4,0,0,2,0,2.3,2.3,0.9,3.2,26.0,37.0,83.0,0.39,0.1,0.49,0.39,0.49,0.22,0.09,0.31,0.22,0.31
419,505,Alberto Cerri,it ITA,FW,Empoli,it Serie A,27.0,1996.0,12,10,545,6.1,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3.0,9.0,23.0,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23
420,506,Leonardo Cerri,it ITA,DF,Juventus,it Serie A,20.0,2003.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,507,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29.0,1994.0,17,5,546,6.1,0,1,1,0,0,0,2,0,0.5,0.5,2.0,2.5,16.0,24.0,36.0,0.0,0.16,0.16,0.0,0.16,0.08,0.34,0.41,0.08,0.41
422,508,Julian Chabot,de GER,DF,Köln,de Bundesliga,25.0,1998.0,32,32,2703,30.0,0,0,0,0,0,0,9,1,1.4,1.4,0.4,1.8,17.0,71.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
423,509,El Chadaille Bitshiabu,fr FRA,"DF,MF",RB Leipzig,de Bundesliga,18.0,2005.0,6,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,512,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,24.0,1999.0,13,10,952,10.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5.0,31.0,9.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02
425,513,Muhammed Cham,at AUT,"MF,FW",Clermont Foot,fr Ligue 1,22.0,2000.0,33,29,2554,28.4,8,4,12,4,4,5,4,0,9.4,5.5,3.1,8.7,71.0,161.0,142.0,0.28,0.14,0.42,0.14,0.28,0.33,0.11,0.44,0.19,0.31
426,514,Calum Chambers,eng ENG,"MF,DF",Aston Villa,eng Premier League,28.0,1995.0,5,1,152,1.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,5.0,1.0,0.0,0.59,0.59,0.0,0.59,0.0,0.06,0.06,0.0,0.06
427,515,Timothy Chandler,us USA,"MF,DF",Eint Frankfurt,de Bundesliga,33.0,1990.0,6,0,18,0.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1.0,5.0,10.0,0.0,5.0,5.0,0.0,5.0,0.4,0.69,1.09,0.4,1.09
428,516,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28.0,1994.0,33,33,2970,33.0,1,1,2,1,0,0,4,0,1.5,1.5,1.6,3.1,25.0,115.0,8.0,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09
429,517,Charlys,br BRA,MF,Hellas Verona,it Serie A,19.0,2004.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
430,518,Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,es La Liga,25.0,1998.0,22,12,1167,13.0,1,1,2,1,0,0,6,1,1.0,1.0,0.7,1.7,28.0,74.0,84.0,0.08,0.08,0.15,0.08,0.15,0.07,0.05,0.13,0.07,0.13
431,519,Jhoanner Chávez,ec ECU,DF,Lens,fr Ligue 1,21.0,2002.0,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
432,520,Walid Cheddira,ma MAR,FW,Frosinone,it Serie A,25.0,1998.0,36,24,2120,23.6,7,1,8,6,1,1,0,0,9.0,8.2,1.4,9.6,31.0,22.0,139.0,0.3,0.04,0.34,0.25,0.3,0.38,0.06,0.44,0.35,0.41
433,521,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,19.0,2003.0,33,19,1719,19.1,1,6,7,1,0,0,0,0,5.2,5.2,4.2,9.4,93.0,138.0,182.0,0.05,0.31,0.37,0.05,0.37,0.27,0.22,0.49,0.27,0.49
434,522,Youssef Chermiti,pt POR,FW,Everton,eng Premier League,19.0,2004.0,18,1,208,2.3,0,0,0,0,0,0,3,0,0.7,0.7,0.8,1.5,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.65,0.31,0.65
435,524,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,18.0,2005.0,7,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
436,525,Federico Chiesa,it ITA,FW,Juventus,it Serie A,25.0,1997.0,33,25,2197,24.4,9,2,11,8,1,1,1,0,6.4,5.6,6.2,11.9,111.0,70.0,216.0,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49
437,526,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,26.0,1996.0,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22.0,25.0,59.0,0.0,0.12,0.12,0.0,0.12,0.14,0.26,0.41,0.14,0.41
438,527,Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,eng Premier League,19.0,2003.0,8,1,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
439,528,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26.0,1997.0,32,31,2594,28.8,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.6,10.0,192.0,55.0,0.03,0.03,0.07,0.03,0.07,0.05,0.04,0.09,0.05,0.09
440,529,Leon Chiwome,eng ENG,FW,Wolves,eng Premier League,17.0,2006.0,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
441,530,Tahith Chong,nl NED,"MF,FW",Luton Town,eng Premier League,23.0,1999.0,33,20,1982,22.0,4,0,4,4,0,0,4,0,2.7,2.7,0.5,3.2,57.0,72.0,101.0,0.18,0.0,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15
442,531,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21.0,2001.0,31,30,2587,28.7,0,3,3,0,0,0,5,0,0.6,0.6,1.9,2.6,12.0,111.0,40.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09
443,532,Andreas Christensen,dk DEN,"DF,MF",Barcelona,es La Liga,27.0,1996.0,30,27,1979,22.0,2,2,4,2,0,0,4,0,1.0,1.0,1.1,2.2,24.0,117.0,6.0,0.09,0.09,0.18,0.09,0.18,0.05,0.05,0.1,0.05,0.1
444,533,Jacob Christensen,dk DEN,MF,Köln,de Bundesliga,22.0,2001.0,7,2,219,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
445,535,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,28.0,1995.0,37,35,2907,32.3,0,5,5,0,0,0,6,0,2.3,2.3,5.4,7.7,60.0,167.0,78.0,0.0,0.15,0.15,0.0,0.15,0.07,0.17,0.24,0.07,0.24
446,536,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,19.0,2003.0,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4.0,12.0,19.0,0.4,0.4,0.79,0.4,0.79,0.06,0.13,0.19,0.06,0.19
447,537,Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,24.0,1999.0,24,12,1017,11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,52.0,51.0,135.0,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35
448,538,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23.0,2000.0,22,22,1864,20.7,0,1,1,0,0,0,3,2,0.3,0.3,0.3,0.6,10.0,80.0,2.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03
449,539,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,29.0,1994.0,31,16,1664,18.5,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2.0,14.0,84.0,22.0,0.05,0.0,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11
450,540,Alphadjo Cissè,it ITA,FW,Hellas Verona,it Serie A,16.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,541,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,19.0,2004.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,542,Ibrahim Cissoko,nl NED,"FW,MF",Toulouse,fr Ligue 1,20.0,2003.0,11,2,241,2.7,1,1,2,1,0,0,1,0,0.8,0.8,0.4,1.2,21.0,12.0,39.0,0.37,0.37,0.75,0.37,0.75,0.29,0.16,0.45,0.29,0.45
453,545,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,28.0,1995.0,22,18,1598,17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41.0,68.0,94.0,0.0,0.06,0.06,0.0,0.06,0.09,0.15,0.23,0.09,0.23
454,546,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18.0,2005.0,5,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
455,547,Jordan Clark,eng ENG,MF,Luton Town,eng Premier League,29.0,1993.0,23,14,1304,14.5,1,1,2,1,0,0,4,0,1.0,1.0,1.3,2.2,21.0,51.0,39.0,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16
456,548,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,25.0,1998.0,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19
457,549,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30.0,1992.0,27,25,2068,23.0,3,4,7,3,0,0,2,1,1.3,1.3,4.6,5.9,59.0,137.0,172.0,0.13,0.17,0.3,0.13,0.3,0.06,0.2,0.26,0.06,0.26
458,550,Silvi Clúa,es ESP,MF,Girona,es La Liga,18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,551,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32.0,1991.0,19,14,1338,14.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,10.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
460,552,Marcus Coco,fr FRA,"DF,FW",Nantes,fr Ligue 1,27.0,1996.0,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,28.0,55.0,65.0,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11
461,553,Saúl Coco,gq EQG,DF,Las Palmas,es La Liga,24.0,1999.0,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,1.1,0.0,1.1,9.0,69.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
462,554,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34.0,1988.0,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
463,555,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,31.0,1991.0,22,22,1832,20.4,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,23.0,67.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
464,556,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,22.0,2001.0,32,29,2652,29.5,1,1,2,1,0,0,3,0,1.7,1.7,2.2,3.9,11.0,97.0,18.0,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13
465,557,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,19.0,2004.0,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,558,Lorenzo Colombo,it ITA,FW,Monza,it Serie A,21.0,2002.0,25,16,1359,15.1,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,16.0,24.0,75.0,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28
467,559,Andrea Colpani,it ITA,"MF,FW",Monza,it Serie A,24.0,1999.0,38,36,2657,29.5,8,4,12,8,0,0,1,0,4.8,4.8,5.0,9.8,90.0,120.0,193.0,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33
468,560,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,20.0,2003.0,23,20,1797,20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23.0,73.0,27.0,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12
469,561,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,27.0,1996.0,17,15,1113,12.4,3,3,6,3,0,0,1,0,2.8,2.8,3.8,6.6,75.0,72.0,210.0,0.24,0.24,0.49,0.24,0.49,0.22,0.31,0.53,0.22,0.53
470,562,Eray Cömert,ch SUI,DF,Nantes,fr Ligue 1,25.0,1998.0,25,23,1995,22.2,2,0,2,2,0,0,5,0,0.7,0.7,0.2,0.8,7.0,57.0,3.0,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04
471,563,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,26.0,1996.0,27,20,1653,18.4,2,0,2,2,0,0,8,2,1.9,1.9,2.0,3.8,23.0,92.0,48.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.21,0.1,0.21
472,564,Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,it Serie A,18.0,2005.0,4,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,565,Alois Confais,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26.0,1996.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,567,Bambasé Conté,de GER,"MF,FW",Hoffenheim,de Bundesliga,20.0,2003.0,7,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41
475,569,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26.0,1997.0,33,32,2786,31.0,0,3,3,0,0,0,5,1,0.4,0.4,4.3,4.6,22.0,142.0,15.0,0.0,0.1,0.1,0.0,0.1,0.01,0.14,0.15,0.01,0.15
476,570,Copete,es ESP,DF,Mallorca,es La Liga,23.0,1999.0,19,17,1333,14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3.0,52.0,2.0,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09
477,571,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19.0,2003.0,24,18,1634,18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1.0,40.0,0.0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08
478,572,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32.0,1991.0,17,10,910,10.1,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,5.0,47.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
479,573,Tommaso Corazza,it ITA,DF,Bologna,it Serie A,19.0,2004.0,9,1,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
480,574,Theo Corbeanu,ca CAN,"MF,FW",Granada,es La Liga,21.0,2002.0,9,2,182,2.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,5.0,5.0,13.0,0.49,0.0,0.49,0.49,0.49,0.14,0.0,0.14,0.14,0.14
481,575,Jeppe Corfitzen,dk DEN,FW,Lecce,it Serie A,18.0,2004.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,576,Jack Cork,eng ENG,MF,Burnley,eng Premier League,34.0,1989.0,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,577,Maxwel Cornet,ci CIV,"MF,FW",West Ham,eng Premier League,26.0,1996.0,7,1,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3.0,2.0,8.0,0.8,0.0,0.8,0.8,0.8,0.32,0.13,0.46,0.32,0.46
484,578,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19.0,2004.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,579,Jesús Corona,mx MEX,"MF,DF",Sevilla,es La Liga,30.0,1993.0,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,580,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28.0,1995.0,32,14,1528,17.0,9,2,11,8,1,1,3,0,7.9,7.1,3.6,10.8,40.0,61.0,128.0,0.53,0.12,0.65,0.47,0.59,0.47,0.21,0.68,0.42,0.63
487,581,Joaquín Correa,ar ARG,"FW,MF",Marseille,fr Ligue 1,28.0,1994.0,12,6,430,4.8,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.4,9.0,25.0,57.0,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.29,0.13,0.29
488,582,Thierry Correia,pt POR,DF,Valencia,es La Liga,24.0,1999.0,31,25,2154,23.9,0,2,2,0,0,0,4,1,0.6,0.6,2.1,2.7,40.0,80.0,56.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.11,0.03,0.11
489,583,Oscar Cortés,co COL,"FW,MF",Lens,fr Ligue 1,19.0,2003.0,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1.0,2.0,8.0,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35
490,584,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30.0,1993.0,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22.0,40.0,53.0,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16
491,585,David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,22.0,2001.0,25,17,1494,16.6,4,2,6,4,0,0,3,0,3.0,3.0,3.5,6.5,53.0,73.0,101.0,0.24,0.12,0.36,0.24,0.36,0.18,0.21,0.39,0.18,0.39
492,586,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35.0,1988.0,30,19,1682,18.7,0,1,1,0,0,0,7,0,0.3,0.3,1.2,1.5,34.0,50.0,104.0,0.0,0.05,0.05,0.0,0.05,0.02,0.06,0.08,0.02,0.08
