,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
402,Cristian Buonaiuto,it ITA,"MF,FW",Cremonese,it Serie A,29,1992,10.9,60,5.50,26,10,9,9,4,2,2,0.18,0,0,0,1,1,0,Matches
403,Facundo Buonanotte,ar ARG,"FW,MF",Brighton,eng Premier League,17,2004,6.3,14,2.23,12,0,2,0,0,0,1,0.16,1,0,0,0,0,0,Matches
404,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,23,1999,30.2,22,0.73,17,0,0,2,1,2,4,0.13,3,0,0,1,0,0,Matches
405,Delano Burgzorg,nl NED,"FW,MF",Mainz 05,de Bundesliga,23,1998,2.7,5,1.84,2,1,0,1,1,0,2,0.74,1,1,0,0,0,0,Matches
406,Jonathan Burkardt,de GER,"MF,FW",Mainz 05,de Bundesliga,22,2000,5.9,20,3.38,10,0,2,5,2,1,3,0.51,2,0,0,1,0,0,Matches
407,Oliver Burke,sct SCO,"FW,MF",Werder Bremen,de Bundesliga,25,1997,3.0,8,2.70,6,0,0,0,2,0,3,1.01,2,0,0,0,1,0,Matches
408,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,30,1992,34.6,40,1.16,35,2,0,3,0,0,3,0.09,3,0,0,0,0,0,Matches
409,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,22,1999,11.6,19,1.64,18,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
410,Sergio Busquets,es ESP,MF,Barcelona,es La Liga,34,1988,26.0,74,2.85,68,0,0,1,4,1,6,0.23,6,0,0,0,0,0,Matches
411,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,25,1997,14.6,31,2.12,30,1,0,0,0,0,4,0.27,4,0,0,0,0,0,Matches
412,Leonardo Buta,pt POR,DF,Udinese,it Serie A,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
413,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,22,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
414,Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,17,2004,5.9,21,3.54,11,0,5,3,2,0,9,1.52,7,0,1,1,0,0,Matches
415,Juan Cabal,co COL,DF,Hellas Verona,it Serie A,21,2001,4.9,8,1.62,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Rémy Cabella,fr FRA,"MF,FW",Lille,fr Ligue 1,32,1990,28.1,181,6.45,124,37,6,6,7,1,19,0.68,15,2,0,1,1,0,Matches
417,Jimmy Cabot,fr FRA,"DF,MF",Lens,fr Ligue 1,28,1994,5.7,31,5.45,23,7,0,0,0,1,1,0.18,1,0,0,0,0,0,Matches
418,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,31,1991,29.7,35,1.18,26,3,0,6,0,0,3,0.10,3,0,0,0,0,0,Matches
419,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,21,2000,6.5,23,3.53,13,3,2,4,0,1,1,0.15,0,0,0,1,0,0,Matches
420,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,25,1997,22.6,50,2.21,34,11,1,2,2,0,5,0.22,4,0,0,1,0,0,Matches
421,Cafú,pt POR,MF,Nott'ham Forest,eng Premier League,29,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
422,Moisés Caicedo,ec ECU,MF,Brighton,eng Premier League,20,2001,34.9,88,2.52,81,0,2,3,1,1,5,0.14,5,0,0,0,0,0,Matches
423,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,31,1991,11.0,45,4.10,35,4,1,2,2,1,3,0.27,3,0,0,0,0,0,Matches
424,Jens Cajuste,se SWE,MF,Reims,fr Ligue 1,22,1999,17.0,51,3.00,40,0,5,1,1,4,3,0.18,2,0,1,0,0,0,Matches
425,Cala,es ESP,DF,Cádiz,es La Liga,32,1989,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
426,Davide Calabria,it ITA,DF,Milan,it Serie A,25,1996,18.8,37,1.97,30,2,0,1,3,1,6,0.32,5,0,0,0,1,0,Matches
427,Mattia Caldara,it ITA,DF,Spezia,it Serie A,28,1994,13.9,7,0.50,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
428,Luca Caldirola,it ITA,DF,Monza,it Serie A,31,1991,26.1,12,0.46,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
429,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,26,1995,17.9,22,1.23,20,0,0,1,0,1,4,0.22,2,0,0,1,0,1,Matches
430,Duje Ćaleta-Car,hr CRO,DF,Southampton,eng Premier League,25,1996,10.5,6,0.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
431,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,25,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
432,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,28,1994,26.3,131,4.99,75,46,0,5,4,1,11,0.42,8,3,0,0,0,0,Matches
433,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,19,2002,0.7,4,5.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
434,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,de Bundesliga,34,1988,3.2,10,3.09,3,4,0,0,3,0,1,0.31,0,0,0,0,1,0,Matches
435,Alexander Callens,pe PER,DF,Girona,es La Liga,30,1992,1.3,1,0.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
436,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,25,1997,12.9,24,1.85,16,0,5,1,2,0,4,0.31,2,0,1,0,1,0,Matches
437,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,24,1998,20.2,38,1.87,25,0,6,3,2,2,2,0.10,0,0,1,0,1,0,Matches
438,Mohamed Camara,gn GUI,MF,Roma,it Serie A,25,1997,7.7,12,1.55,6,0,0,1,1,4,0,0.00,0,0,0,0,0,0,Matches
439,Mohamed Camara,ml MLI,MF,Monaco,fr Ligue 1,22,2000,24.4,44,1.81,40,0,1,1,2,0,8,0.33,7,0,0,1,0,0,Matches
440,Ousmane Camara,gn GUI,"FW,MF",Auxerre,fr Ligue 1,20,2001,0.3,2,7.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
441,Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,19,2003,5.8,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
442,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,19,2002,22.3,72,3.23,55,0,5,3,9,0,5,0.22,3,0,0,1,1,0,Matches
443,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,it Serie A,21,2000,14.3,53,3.71,31,1,3,5,10,3,7,0.49,1,1,2,1,2,0,Matches
444,Andrea Cambiaso,it ITA,DF,Bologna,it Serie A,22,2000,24.1,55,2.28,43,4,4,2,2,0,7,0.29,7,0,0,0,0,0,Matches
445,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,18,2003,0.8,3,3.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
446,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,21,2001,26.7,62,2.32,49,1,6,2,4,0,7,0.26,5,0,1,1,0,0,Matches
447,Chem Campbell,wls WAL,"FW,MF",Wolves,eng Premier League,19,2002,0.8,2,2.43,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
448,Emre Can,de GER,MF,Dortmund,de Bundesliga,28,1994,21.1,46,2.18,43,1,0,1,1,0,3,0.14,3,0,0,0,0,0,Matches
449,Sergio Canales,es ESP,"FW,MF",Betis,es La Liga,31,1991,26.7,111,4.16,85,16,3,3,3,1,8,0.30,5,2,0,1,0,0,Matches
450,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,20,2002,2.8,8,2.82,4,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
451,João Cancelo,pt POR,DF,Manchester City,eng Premier League,28,1994,14.2,39,2.76,30,0,2,5,1,1,6,0.42,5,0,1,0,0,0,Matches
452,João Cancelo,pt POR,"DF,FW",Bayern Munich,de Bundesliga,28,1994,11.2,35,3.11,31,0,1,1,2,0,10,0.89,9,0,1,0,0,0,Matches
453,Antonio Candreva,it ITA,"MF,DF",Salernitana,it Serie A,35,1987,30.3,99,3.27,67,22,2,5,3,0,11,0.36,9,1,0,1,0,0,Matches
454,Thomas Cannon,ie IRL,FW,Everton,eng Premier League,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
455,Sergi Canós,es ESP,"FW,DF",Brentford,eng Premier League,25,1997,0.9,3,3.51,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
456,Ander Capa,es ESP,DF,Athletic Club,es La Liga,30,1992,1.2,5,4.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
457,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,35,1987,15.9,33,2.08,22,8,1,2,0,0,5,0.32,3,1,1,0,0,0,Matches
458,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,34,1988,21.7,46,2.12,33,1,2,4,4,2,4,0.18,3,0,0,1,0,0,Matches
459,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,29,1993,27.1,78,2.87,59,9,5,4,1,0,11,0.41,8,2,0,0,1,0,Matches
460,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,34,1987,12.2,23,1.89,17,0,1,3,1,1,1,0.08,1,0,0,0,0,0,Matches
461,Francesco Caputo,it ITA,FW,Empoli,it Serie A,34,1987,19.0,35,1.85,29,0,0,5,1,0,5,0.26,5,0,0,0,0,0,Matches
462,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,22,2000,30.7,118,3.84,80,20,7,4,5,2,15,0.49,11,1,1,1,0,1,Matches
463,Andrea Carboni,it ITA,DF,Monza,it Serie A,21,2001,1.9,3,1.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
464,Franco Carboni,it ITA,"DF,FW",Monza,it Serie A,19,2003,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
465,Valentin Carboni,ar ARG,"MF,DF",Inter,it Serie A,17,2005,0.3,2,7.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
466,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29,1993,24.4,43,1.76,27,9,1,1,4,1,2,0.08,1,0,1,0,0,0,Matches
467,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,24,1997,2.6,3,1.16,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
468,Irvin Cardona,fr FRA,"MF,FW",Augsburg,de Bundesliga,24,1997,3.5,5,1.42,4,0,0,0,1,0,1,0.28,0,0,0,0,1,0,Matches
469,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,25,1996,5.1,9,1.78,7,0,1,0,0,1,1,0.20,1,0,0,0,0,0,Matches
470,Carlos,br BRA,DF,Monza,it Serie A,23,1999,34.3,56,1.63,45,3,3,2,2,1,9,0.26,8,0,0,1,0,0,Matches
471,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29,1993,2.3,3,1.32,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
472,Juan Carlos,es ESP,GK,Girona,es La Liga,34,1988,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
473,José Carlos Lazo,es ESP,"MF,FW",Almería,es La Liga,26,1996,0.2,3,13.50,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
474,José Carlos Lazo,es ESP,"MF,FW",Espanyol,es La Liga,26,1996,1.8,3,1.70,3,0,0,0,0,0,1,0.57,1,0,0,0,0,0,Matches
475,Carmona,es ESP,"MF,DF",Elche,es La Liga,20,2002,6.5,14,2.14,8,0,3,1,1,1,1,0.15,1,0,0,0,0,0,Matches
476,Carmona,es ESP,DF,Sevilla,es La Liga,20,2002,5.9,10,1.70,7,2,0,1,0,0,2,0.34,2,0,0,0,0,0,Matches
477,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22,2000,27.0,9,0.33,6,3,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches
478,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,28,1993,25.7,97,3.77,59,14,14,8,2,0,9,0.35,4,2,1,2,0,0,Matches
479,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,30,1992,19.8,40,2.02,37,0,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches
480,Fabio Carvalho,pt POR,"MF,FW",Liverpool,eng Premier League,19,2002,3.9,9,2.33,5,0,0,2,2,0,2,0.52,1,0,0,1,0,0,Matches
481,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23,1999,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
482,William Carvalho,pt POR,MF,Betis,es La Liga,30,1992,27.1,60,2.19,53,3,2,2,0,0,7,0.26,7,0,0,0,0,0,Matches
483,Nicolò Casale,it ITA,DF,Lazio,it Serie A,24,1998,27.1,12,0.44,10,1,0,1,0,0,4,0.15,3,0,0,1,0,0,Matches
484,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,30,1992,23.6,68,2.88,61,0,0,5,2,0,8,0.34,8,0,0,0,0,0,Matches
485,Casemiro,br BRA,MF,Real Madrid,es La Liga,30,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
486,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,24,1997,20.2,28,1.38,25,0,1,0,1,1,3,0.15,2,0,0,0,0,1,Matches
487,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,26,1995,36.2,51,1.41,44,2,1,2,1,1,5,0.14,4,0,0,1,0,0,Matches
489,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,32,1989,15.7,57,3.63,45,5,1,5,1,0,3,0.19,3,0,0,0,0,0,Matches
490,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30,1992,34.0,9,0.26,6,2,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
491,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,23,1998,28.9,41,1.42,29,0,4,4,4,0,5,0.17,3,0,0,2,0,0,Matches
492,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,27,1995,28.5,23,0.81,20,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
493,Samu Castillejo,es ESP,"FW,MF",Valencia,es La Liga,27,1995,15.1,63,4.16,38,11,8,4,0,2,1,0.07,0,0,0,1,0,0,Matches
494,Jonny Castro,es ESP,DF,Wolves,eng Premier League,28,1994,14.0,24,1.71,20,0,0,0,3,1,1,0.07,1,0,0,0,0,0,Matches
495,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,25,1997,8.0,18,2.25,12,2,0,2,1,1,1,0.12,1,0,0,0,0,0,Matches
496,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,27,1994,21.3,35,1.64,21,13,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches
497,Catena,es ESP,DF,Rayo Vallecano,es La Liga,27,1994,34.5,31,0.90,25,2,0,2,2,0,1,0.03,1,0,0,0,0,0,Matches
498,Yoann Cathline,fr FRA,"FW,MF",Lorient,fr Ligue 1,20,2002,12.1,27,2.23,13,2,6,3,2,1,4,0.33,1,1,1,1,0,0,Matches
499,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,25,1997,24.7,12,0.49,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
500,Edinson Cavani,uy URU,FW,Valencia,es La Liga,35,1987,16.1,24,1.49,19,1,0,4,0,0,4,0.25,4,0,0,0,0,0,Matches
501,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,25,1996,17.4,81,4.66,60,8,5,2,5,1,9,0.52,8,0,0,0,1,0,Matches
502,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,26,1995,0.5,1,2.09,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
503,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30,1992,15.7,19,1.20,13,2,0,0,0,4,2,0.13,1,0,0,0,0,1,Matches
504,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,28,1994,20.1,37,1.84,25,0,5,3,4,0,6,0.30,2,0,3,1,0,0,Matches
505,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,20,2001,5.7,19,3.33,15,0,3,0,1,0,3,0.53,1,0,1,0,1,0,Matches
506,Zeki Çelik,tr TUR,DF,Roma,it Serie A,25,1997,16.7,40,2.40,33,3,0,1,1,2,5,0.30,4,0,0,0,0,1,Matches
507,Álex Centelles,es ESP,DF,Almería,es La Liga,24,1997,12.5,24,1.92,15,7,2,0,0,0,4,0.32,3,1,0,0,0,0,Matches
508,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,26,1996,18.8,35,1.86,27,3,1,0,4,0,3,0.16,2,0,0,0,1,0,Matches
509,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,23,1999,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
510,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,28,1994,21.0,61,2.90,42,8,3,4,4,0,5,0.24,4,0,0,1,0,0,Matches
511,Julio César Enciso,py PAR,"FW,MF",Brighton,eng Premier League,18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,3,0,2,1,1,0,Matches
512,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,27,1995,6.0,,,,,,,,,,,,,,,,,Matches
513,Julian Chabot,de GER,DF,Köln,de Bundesliga,24,1998,20.0,15,0.75,10,0,0,3,1,1,2,0.10,1,0,0,1,0,0,Matches
514,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,24,1998,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
515,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17,2005,6.5,3,0.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
516,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,19,2002,26.0,72,2.77,55,1,5,8,3,0,7,0.27,5,0,0,2,0,0,Matches
517,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,27,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
518,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23,1999,17.9,16,0.90,11,0,1,2,2,0,3,0.17,3,0,0,0,0,0,Matches
519,Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,27,1995,3.9,6,1.53,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
520,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32,1990,1.0,3,3.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
521,Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,fr Ligue 1,33,1988,2.8,9,3.19,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
522,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,27,1994,27.7,20,0.72,17,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
523,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
524,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,31,1991,27.0,41,1.52,31,4,2,2,0,2,3,0.11,2,0,0,1,0,0,Matches
525,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24,1998,4.1,19,4.68,15,4,0,0,0,0,2,0.49,2,0,0,0,0,0,Matches
526,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,18,2004,2.1,5,2.33,3,1,0,1,0,0,1,0.47,0,0,0,1,0,0,Matches
527,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,24,1997,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
528,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,18,2003,20.8,128,6.15,81,22,19,5,1,0,16,0.77,12,1,1,2,0,0,Matches
529,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,27,1995,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
530,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20,2001,32.0,5,0.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
531,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17,2005,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
532,Federico Chiesa,it ITA,"DF,MF",Juventus,it Serie A,24,1997,9.5,41,4.34,26,3,7,3,1,1,6,0.63,5,0,1,0,0,0,Matches
533,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,25,1996,15.6,39,2.49,19,17,0,1,2,0,4,0.26,2,1,0,0,1,0,Matches
534,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,32,1989,10.9,5,0.46,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
535,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25,1997,22.5,50,2.22,46,1,2,0,0,1,3,0.13,3,0,0,0,0,0,Matches
536,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,20,2001,27.3,40,1.46,30,4,1,1,1,3,8,0.29,8,0,0,0,0,0,Matches
537,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26,1996,19.6,15,0.77,15,0,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
538,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23,1999,33.0,7,0.21,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
539,Ryan Christie,sct SCO,"MF,FW",Bournemouth,eng Premier League,27,1995,20.4,66,3.24,48,5,5,5,3,0,4,0.20,3,0,0,1,0,0,Matches
540,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,18,2003,3.9,16,4.07,13,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
541,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,23,1999,26.0,110,4.23,75,4,24,2,4,1,15,0.58,9,0,5,0,1,0,Matches
542,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
543,Víctor Chust,es ESP,DF,Cádiz,es La Liga,22,2000,10.7,5,0.47,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
544,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,30,1992,7.5,19,2.54,12,4,1,1,0,1,1,0.13,1,0,0,0,0,0,Matches
545,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,20,2002,3.1,8,2.58,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
546,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37,1985,11.8,24,2.03,17,0,0,5,1,1,4,0.34,1,0,0,3,0,0,Matches
547,Tio Cipot,si SVN,"FW,MF",Spezia,it Serie A,19,2003,1.5,4,2.59,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
548,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,28,1994,14.2,21,1.48,19,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
549,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
550,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,27,1995,30.6,67,2.19,42,12,4,6,2,1,4,0.13,3,1,0,0,0,0,Matches
551,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
552,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24,1998,0.7,3,4.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
553,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,fr Ligue 1,24,1998,6.7,15,2.23,9,1,2,2,0,1,3,0.45,2,0,1,0,0,0,Matches
554,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,28.8,101,3.51,78,3,5,12,0,3,13,0.45,11,0,0,1,0,1,Matches
555,Carlos Clerc,es ESP,"DF,MF",Elche,es La Liga,30,1992,29.3,41,1.40,31,3,1,2,4,0,4,0.14,3,0,0,0,1,0,Matches
556,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31,1991,18.2,18,0.99,16,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
557,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,23.3,17,0.73,15,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches
558,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
559,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26,1996,7.1,19,2.67,17,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
560,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,6.5,3,0.46,2,0,0,1,0,0,1,0.15,0,0,0,1,0,0,Matches
561,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,32,1989,5.5,3,0.54,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
562,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,18.4,21,1.14,15,1,1,1,3,0,2,0.11,2,0,0,0,0,0,Matches
563,David Čolina,hr CRO,"DF,FW",Augsburg,de Bundesliga,22,2000,1.8,5,2.69,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
564,Álex Collado,es ESP,MF,Elche,es La Liga,23,1999,8.1,35,4.36,25,6,0,3,1,0,2,0.25,2,0,0,0,0,0,Matches
565,Diego Collado,es ESP,FW,Villarreal,es La Liga,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
566,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,15.4,5,0.33,2,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
567,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,20.2,11,0.55,8,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
