,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
783,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,34,19,13,16,5,11,32,34.4,21,32,3,29,10,44,7,0,Matches
784,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,10,8,5,5,0,5,11,45.5,6,32,28,4,27,37,113,3,Matches
785,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7,0,Matches
786,Hugo Duro,es ESP,"DF,MF",Getafe,es La Liga,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
787,Hugo Duro,es ESP,"FW,MF",Valencia,es La Liga,21,1999,20.4,25,19,11,13,1,15,38,39.5,23,24,2,22,4,29,20,1,Matches
788,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0,Matches
789,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,27,1993,22.9,30,13,7,14,9,8,35,22.9,27,19,0,19,9,39,4,3,Matches
790,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,14,8,7,4,3,8,25,32.0,17,22,5,17,4,18,35,0,Matches
791,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,Matches
792,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,28,12,16,8,4,10,18,55.6,8,13,3,10,16,44,38,1,Matches
793,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12,0,Matches
794,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,29,18,11,14,4,14,26,53.8,12,11,2,9,19,48,8,0,Matches
795,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,16,10,2,7,7,7,21,33.3,14,20,5,15,0,16,18,0,Matches
796,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
797,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,48,28,17,25,6,22,50,44.0,28,35,11,24,30,78,32,1,Matches
798,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,18,2002,0.3,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
799,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,32,18,27,5,0,15,24,62.5,9,13,4,9,9,41,26,0,Matches
800,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,2,0,Matches
801,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,43,28,17,21,5,26,56,46.4,30,27,7,20,29,72,25,0,Matches
802,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15,0,Matches
803,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,2000,8.0,8,3,2,6,0,2,7,28.6,5,9,2,7,4,12,5,0,Matches
804,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,1994,19.1,19,12,2,12,5,7,23,30.4,16,19,5,14,9,28,6,0,Matches
805,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,26,20,12,12,2,15,29,51.7,14,17,1,16,9,35,7,0,Matches
806,Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,1996,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10,0,Matches
807,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,3,0,1,1,1,0,6,0.0,6,8,1,7,4,7,2,0,Matches
808,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,1999,18.0,25,15,10,10,5,12,28,42.9,16,13,2,11,8,33,17,0,Matches
809,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,16,8,10,5,1,7,12,58.3,5,7,1,6,14,30,13,0,Matches
810,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,21,14,16,5,0,10,20,50.0,10,19,13,6,29,50,86,0,Matches
811,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,40,24,23,17,0,22,36,61.1,14,33,22,11,34,74,83,1,Matches
812,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,1994,22.7,36,17,14,15,7,11,39,28.2,28,23,2,21,12,48,28,0,Matches
813,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,1992,22.1,44,29,22,15,7,26,69,37.7,43,35,3,32,19,63,30,0,Matches
814,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,1997,24.1,16,11,1,12,3,3,8,37.5,5,14,2,12,6,22,7,0,Matches
815,Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,1999,25.4,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92,1,Matches
816,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,3,3,2,1,0,1,2,50.0,1,1,0,1,2,5,1,0,Matches
817,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,29,1991,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1,0,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,10,5,5,2,3,4,11,36.4,7,9,1,8,4,14,18,0,Matches
819,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
820,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,73,41,34,34,5,31,72,43.1,41,43,12,31,30,103,64,0,Matches
821,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,13,6,4,5,4,8,17,47.1,9,9,1,8,9,22,14,0,Matches
822,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,28,16,18,10,0,10,18,55.6,8,54,39,15,28,56,122,1,Matches
823,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0,Matches
824,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,30,14,9,20,1,13,34,38.2,21,27,2,25,21,51,28,0,Matches
825,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
826,Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,1989,15.9,46,24,25,17,4,26,54,48.1,28,18,3,15,26,72,35,0,Matches
827,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,107,63,58,39,10,44,112,39.3,68,45,10,35,54,161,87,1,Matches
828,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
829,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
830,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69,1,Matches
831,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,36,22,20,11,5,17,24,70.8,7,13,5,8,25,61,29,2,Matches
832,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,11,8,7,4,0,3,8,37.5,5,3,1,2,5,16,5,0,Matches
833,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,24,14,14,8,2,14,22,63.6,8,17,13,4,20,44,59,0,Matches
834,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,23,1998,6.7,10,6,5,2,3,6,11,54.5,5,4,1,3,5,15,1,0,Matches
835,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,6.4,17,9,9,5,3,5,8,62.5,3,3,0,3,9,26,0,0,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,Matches
837,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25,1,Matches
838,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31,1,Matches
839,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,1987,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
840,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169,2,Matches
841,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,1.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Matches
842,Romain Faivre,fr FRA,"FW,MF",Lyon,fr Ligue 1,23,1998,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2,0,Matches
843,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23,1998,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10,0,Matches
844,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,1986,9.3,2,1,0,1,1,1,4,25.0,3,4,1,3,2,4,11,0,Matches
845,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,1991,0.7,2,2,2,0,0,0,0,,0,0,0,0,1,3,1,0,Matches
846,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,9.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,Matches
847,Fali,es ESP,"DF,MF",Cádiz,es La Liga,27,1993,20.0,32,19,24,8,0,17,32,53.1,15,26,16,10,24,56,82,0,Matches
848,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,28,1993,0.2,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches
849,Omar Faraj,se SWE,FW,Levante,es La Liga,19,2002,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,1991,28.6,62,40,38,21,3,29,62,46.8,33,38,5,33,23,85,62,1,Matches
851,Mohamed Fares,dz ALG,"DF,FW",Genoa,it Serie A,25,1996,6.5,4,2,1,3,0,0,4,0.0,4,8,3,5,8,12,11,0,Matches
852,Diego Farias,br BRA,"MF,FW",Cagliari,it Serie A,31,1990,0.7,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
853,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,12.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
854,Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,de Bundesliga,17,2003,0.8,4,3,1,3,0,1,5,20.0,4,0,0,0,2,6,0,0,Matches
855,Noah Fatar,fr FRA,"DF,MF",Angers,fr Ligue 1,19,2002,0.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0,Matches
856,Ansu Fati,es ESP,FW,Barcelona,es La Liga,18,2002,3.7,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0,0,Matches
857,Julien Faussurier,fr FRA,"MF,DF",Brest,fr Ligue 1,34,1987,5.4,10,6,3,3,4,6,13,46.2,7,12,1,11,5,15,6,0,Matches
858,Andrea Favilli,it ITA,FW,Genoa,it Serie A,24,1997,0.4,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0,Matches
859,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,15.9,17,11,10,6,1,9,12,75.0,3,21,16,5,27,44,67,1,Matches
860,Aleix Febas,es ESP,MF,Mallorca,es La Liga,25,1996,1.3,4,1,0,4,0,2,4,50.0,2,0,0,0,0,4,0,0,Matches
861,Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,Matches
862,Nabil Fekir,fr FRA,MF,Betis,es La Liga,28,1993,31.0,43,29,5,25,13,7,36,19.4,29,14,0,14,7,50,7,0,Matches
863,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,16.7,20,15,11,8,1,8,18,44.4,10,17,11,6,28,48,77,0,Matches
864,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,27.7,41,23,21,16,4,20,34,58.8,14,40,33,7,33,74,102,1,Matches
865,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,21,1999,14.0,5,2,1,4,0,1,5,20.0,4,4,1,3,7,12,8,0,Matches
866,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,1997,8.7,9,6,6,3,0,6,11,54.5,5,13,8,5,9,18,33,0,Matches
867,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,1991,23.8,35,22,23,10,2,21,37,56.8,16,24,8,16,37,72,51,0,Matches
868,Evan Ferguson,ie IRL,MF,Brighton,eng Premier League,16,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
869,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
870,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,1994,34.6,54,28,26,22,6,26,91,28.6,65,36,0,36,17,71,42,2,Matches
871,Edimilson Fernandes,ch SUI,"MF,FW",Arminia,de Bundesliga,25,1996,3.1,2,0,1,1,0,1,4,25.0,3,2,2,0,2,4,6,0,Matches
872,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,7,0,Matches
873,Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,1992,22.8,47,31,22,17,8,21,61,34.4,40,30,7,23,30,77,31,0,Matches
874,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,2,Matches
875,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,3,0,3,0,0,2,5,40.0,3,10,10,0,4,7,28,0,Matches
876,Fernandinho,br BRA,"MF,DF",Manchester City,eng Premier League,36,1985,10.7,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13,1,Matches
877,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,34,1987,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,Matches
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,40,22,28,9,3,19,33,57.6,14,31,22,9,39,79,63,1,Matches
879,Salvador Ferrer,es ESP,"DF,MF",Spezia,it Serie A,23,1998,16.6,32,18,15,9,8,12,25,48.0,13,24,12,12,18,50,46,0,Matches
880,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35,0,Matches
881,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,6.9,7,5,2,2,3,2,4,50.0,2,6,5,1,7,14,12,0,Matches
882,Fidel,es ESP,MF,Elche,es La Liga,31,1989,25.1,44,23,18,17,9,14,57,24.6,43,9,1,8,7,51,20,0,Matches
883,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,10,8,5,4,1,4,8,50.0,4,7,2,5,4,14,6,0,Matches
884,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,32,1989,3.2,3,1,0,2,1,2,4,50.0,2,5,1,4,2,5,8,0,Matches
885,Luca Fiordilino,it ITA,MF,Venezia,it Serie A,25,1996,7.3,21,13,11,6,4,13,27,48.1,14,14,4,10,11,32,12,0,Matches
886,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
887,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,29,1991,11.0,23,14,5,8,10,3,16,18.8,13,20,0,20,4,27,3,0,Matches
888,Junior Firpo,es ESP,"DF,MF",Leeds United,eng Premier League,24,1996,19.0,61,29,30,26,5,31,59,52.5,28,22,6,16,24,85,37,0,Matches
889,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,10,1,Matches
890,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,25,1995,0.3,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,0,0,Matches
891,Alexis Flips,fr FRA,"MF,DF",Reims,fr Ligue 1,21,2000,11.7,37,21,21,9,7,22,45,48.9,23,21,0,21,24,61,17,0,Matches
892,Alessandro Florenzi,it ITA,"DF,FW",Milan,it Serie A,30,1991,12.8,28,14,14,7,7,14,32,43.8,18,9,2,7,27,55,10,1,Matches
893,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21,2000,23.6,16,8,10,4,2,7,17,41.2,10,9,0,9,11,27,5,0,Matches
894,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0,Matches
895,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,1995,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17,1,Matches
896,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7.0,12,8,11,1,0,7,11,63.6,4,5,2,3,12,24,26,1,Matches
897,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,1999,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22,2,Matches
898,Thomas Foket,be BEL,"DF,FW",Reims,fr Ligue 1,26,1994,24.8,28,19,12,13,3,18,40,45.0,22,26,4,22,33,61,35,0,Matches
899,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,2,0,1,0,1,0,1,0.0,1,3,3,0,2,4,4,0,Matches
900,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,5,3,3,2,0,1,5,20.0,4,3,1,2,10,15,10,0,Matches
901,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38.0,23,12,14,7,2,11,25,44.0,14,39,32,7,44,67,159,1,Matches
902,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,31,1990,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
903,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,25,1996,31.1,54,28,21,21,12,22,84,26.2,62,49,2,47,27,81,16,1,Matches
904,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,29,1991,19.0,21,12,2,11,8,7,22,31.8,15,18,0,18,2,23,2,1,Matches
905,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,29,1991,17.0,53,23,21,27,5,21,54,38.9,33,17,1,16,19,72,12,2,Matches
906,Marcus Forss,fi FIN,"FW,MF",Brentford,eng Premier League,22,1999,2.3,3,3,0,2,1,2,4,50.0,2,5,0,5,1,4,0,0,Matches
907,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,23,2,Matches
908,Philipp Förster,de GER,"MF,FW",Stuttgart,de Bundesliga,26,1995,10.7,20,13,4,12,4,11,26,42.3,15,12,1,11,3,23,2,0,Matches
909,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0,Matches
910,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1.0,2,0,2,0,0,1,2,50.0,1,2,1,1,0,2,4,0,Matches
911,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,9,4,Matches
912,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
913,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,5,3,3,1,1,4,4,100.0,0,1,0,1,2,7,2,0,Matches
914,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2.0,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0,Matches
915,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26.0,36,17,17,15,4,21,34,61.8,13,19,3,16,29,65,49,0,Matches
916,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,69,49,35,28,6,35,47,74.5,12,29,7,22,20,89,50,0,Matches
917,Gianluca Frabotta,it ITA,"DF,MF",Hellas Verona,it Serie A,22,1999,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
918,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,26,19,12,10,4,13,27,48.1,14,8,2,6,9,35,25,0,Matches
919,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,57,39,22,27,8,36,74,48.6,38,27,0,27,28,85,52,0,Matches
920,Enric Franquesa,es ESP,"DF,FW",Levante,es La Liga,24,1997,6.9,5,3,4,0,1,0,1,0.0,1,4,0,4,7,12,11,0,Matches
921,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14.0,24,10,8,12,4,12,43,27.9,31,18,6,12,23,47,23,0,Matches
922,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,27,1994,16.3,10,3,5,3,2,5,13,38.5,8,11,1,10,11,21,11,0,Matches
923,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,31.7,46,16,26,18,2,26,52,50.0,26,44,12,32,29,75,62,1,Matches
924,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,63,27,32,24,7,22,79,27.8,57,38,11,27,32,95,24,0,Matches
925,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,2,2,2,0,0,0,1,0.0,1,2,1,1,4,6,6,0,Matches
926,Morten Frendrup,dk DEN,"DF,MF",Genoa,it Serie A,20,2001,7.7,40,24,19,13,8,13,29,44.8,16,19,2,17,17,57,7,1,Matches
927,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,69,39,22,33,14,30,70,42.9,40,48,8,40,35,104,26,1,Matches
928,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,6.7,14,8,10,4,0,9,11,81.8,2,5,3,2,5,19,26,0,Matches
929,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13.0,17,5,14,3,0,10,16,62.5,6,13,7,6,23,40,47,0,Matches
930,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,22.8,32,18,19,12,1,12,23,52.2,11,24,6,18,17,49,40,2,Matches
931,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
932,Jorge de Frutos,es ESP,"MF,FW",Levante,es La Liga,24,1997,19.6,33,15,14,11,8,10,51,19.6,41,11,1,10,12,45,13,0,Matches
933,Leo Fuhr Hjelde,no NOR,"MF,DF",Leeds United,eng Premier League,17,2003,1.7,5,4,3,2,0,3,3,100.0,0,3,3,0,4,9,7,0,Matches
934,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,23,1998,19.0,28,16,10,10,8,18,39,46.2,21,31,2,29,8,36,9,0,Matches
935,Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,24,1996,32.5,35,25,8,18,9,14,44,31.8,30,21,5,16,22,57,5,1,Matches
936,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches
937,Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,Matches
938,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6.0,4,3,1,3,0,0,4,0.0,4,2,2,0,8,12,12,0,Matches
939,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,29,1991,12.7,6,4,3,2,1,1,7,14.3,6,5,2,3,3,9,10,0,Matches
940,Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,de Bundesliga,26,1995,1.2,3,3,1,1,1,3,3,100.0,0,1,0,1,1,4,2,0,Matches
941,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,0,0,Matches
942,Luca Gagliano,it ITA,"FW,DF",Cagliari,it Serie A,21,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
943,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,7.2,12,6,7,4,1,1,13,7.7,12,14,5,9,9,21,7,0,Matches
944,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,23,12,16,4,3,16,27,59.3,11,15,8,7,28,51,52,0,Matches
945,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,108,66,60,37,11,42,99,42.4,57,48,8,40,45,153,52,0,Matches
946,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,15.3,40,21,14,21,5,14,30,46.7,16,16,2,14,20,60,21,0,Matches
947,Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,0.2,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0,Matches
948,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11.4,28,12,6,16,6,12,35,34.3,23,16,2,14,8,36,9,1,Matches
949,Thiago Galhardo,br BRA,"FW,MF",Celta Vigo,es La Liga,32,1989,12.8,12,6,3,3,6,2,12,16.7,10,15,2,13,6,18,9,0,Matches
950,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,31.6,69,38,35,20,14,21,69,30.4,48,58,9,49,29,98,26,0,Matches
951,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31.0,3,0,3,0,0,1,1,100.0,0,0,0,0,2,5,12,1,Matches
952,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,59,36,40,16,3,30,61,49.2,31,22,7,15,32,91,35,1,Matches
953,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,26.5,19,10,5,9,5,6,18,33.3,12,22,1,21,6,25,1,0,Matches
954,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,18.2,60,36,24,24,12,18,44,40.9,26,23,4,19,24,84,13,0,Matches
